date;pib_rs;frgabt_rs_ibge;frgkg_rs_ibge;boiabt_rs_ibge;boikg_rs_ibge;vacabt_rs_ibge;vackg_rs_ibge;novabt_rs_ibge;novkg_rs_ibge;suiabt_rs_ibge;suikg_rs_ibge;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;pib_br_agro;pib_br_ind;pib_br_serv;pib_br_tot;ipca_ibge;igpm_fgv;igpm_1dec_fgv;igpm_2dec_fgv;igpdi_fgv;igp10_fgv;inpc_ibge
2008-06-01;120,5158525;196500159;336916052;92078;22429857;117701;25042600;129457;30464119;1759072;159814391;140,0552083;146,5767818;154,0744585;129,8253554;191,02;135,83;150,48;149,69;2,094293153;4,336868958;3,697869414;3,780755273;4,968153958;3,975586064;2,53075991
2008-09-01;115,5456341;199214264;330884714;83133;19692597;110757;23642579;112266;25036095;1797907;164902007;142,82628;125,1628822;161,7146194;132,3321148;182,18;145,04;154,29;154,86;1,073593858;1,545945805;1,539845;1,708519141;1,098392678;1,95757208;0,942404827
2008-12-01;116,4631577;206985108;345966395;103926;24864008;147647;31127862;139993;31680200;1712130;153968775;130,1329726;119,0830988;126,4398237;129,1125553;122,05;131,97;152,43;146,92;1,093892536;1,231951159;1,49629616;1,404891107;0,715655643;1,546148708;1,17445751
2009-03-01;109,4045696;171307406;297711031;95558;23018100;127344;26407034;94137;21042213;1733914;158905400;137,2452569;206,4413415;134,1631454;128,9108609;183,59;112,91;146,77;139,67;1,23470528;-0,919803534;-0,341791141;-0,492132604;-0,959004891;-0,623614771;1,153887968
2009-06-01;120,4779637;187644799;315605830;100641;24506390;142011;29633132;101766;22714833;1736444;159777806;137,2586742;131,6193606;142,5624632;131,1191044;180,49;125,01;151,51;146,39;1,315684122;-0,319675105;-0,760281008;-0,399866677;-0,10063223;-0,571044638;1,57814386
2009-09-01;112,3894116;199332310;321039584;94841;22680544;147120;30716916;97750;21171153;1807857;166350352;142,6123461;117,3414676;152,7934194;135,7093566;168,51;136,69;156,47;153,06;0,631296864;-0,371763498;-0,630979621;-0,321745908;-0,30195244;-0,60121765;0,470680294
2009-12-01;120,9979415;198098808;318512562;112733;27809428;192097;40890473;143493;31526461;1718038;153868117;142,3254953;119,2607289;147,8728318;137,3424611;123,44;139,44;160,24;154,75;1,063705248;-0,11034013;-0,16009984;-0,050198065;-0,080060969;0,099950951;0,852354131
2010-03-01;121,4456161;183394336;299692358;113229;27715165;174783;37074812;110518;24860468;1725104;155295694;151,3813852;216,0234621;156,7471635;138,073802;196,2;130,2;155,88;152,53;2,06383642;2,77451788;2,214546137;2,540312051;2,754308357;2,39626376;2,307421736
2010-06-01;129,349081;187883904;314612749;130991;31579657;180951;37968769;100684;22411344;1779257;163170008;147,9041905;138,21209;159,83843;138,4103261;198,64;141,25;160,64;158,86;1,002451;2,835900886;2,967651045;2,53017035;2,649128434;3,069703909;1,051859547
2010-09-01;120,1226801;192639341;326364628;140837;33449963;168355;35617989;116843;25260185;1818953;168231461;152,2414348;118,4505652;166,0481653;143,0801485;177,85;148,05;165,43;163,63;0,500229018;2,081748283;1,556137821;1,6161407;2,43696662;1,635944576;0,399293265
2010-12-01;124,2391379;189420875;316235053;155319;36805054;223412;48003625;159872;35071979;1787659;163508251;151,0179829;119,4150765;156,6972537;145,3404445;127,28;146,99;168,73;163,55;2,226218218;3,18172005;2,388756178;2,8664351;3,016253841;3,622846418;2,571232856
2011-03-01;128,4591903;193543809;315273496;121622;28504753;182034;37692544;120863;26383085;1760635;159665988;156,2050541;209,6574586;163,2361166;142,3122339;206,74;137,68;163,22;160,45;2,439569456;2,42904698;1,567969306;2,11448571;2,571299389;2,377857395;2,154877502
2011-06-01;137,2038162;197078916;329396198;125551;30325604;177405;37260875;103943;22838216;1839403;182172762;155,9921249;139,2436467;170,0424656;144,9986214;200,08;148,49;167,63;166,33;1,395484429;0,700347517;1,162721535;1,001081377;0,379386935;0,890631224;1,516951029
2011-09-01;124,0654739;196837168;319158539;122987;29255804;180021;38547375;113044;25090838;1853184;178413336;157,442136;124,0833554;173,343623;146,824451;191,49;153,92;170,09;169,41;1,063404138;0,971548568;0,439579013;0,639927396;1,313892713;0,710262488;0,87189
2011-12-01;128,1075242;177508140;284112308;139426;33082870;202667;43815613;129148;28600420;1864350;178015426;155,6063345;127,9588297;162,6494006;148,5560828;141,13;149,71;172,24;167,75;1,45699718;0,91141082;0,861993666;0,8313686;0,670389248;1,27487335;1,406372302
2012-03-01;124,6171371;189372449;300817001;146674;34612694;168057;34984035;99648;22120033;1844709;157728914;161,0159187;197,8158405;166,7560358;148,5954731;183,52;140,97;166,76;163,19;1,224646292;0,620666355;0,119757023;0,460142153;0,932283176;0,390356086;1,08361258
2012-06-01;127,8457421;150474458;272870453;151184;36661308;166474;35108575;99607;21820838;1869855;174242309;158,4626925;160,0789966;164,9617752;149,1634889;199,76;143,75;171,66;167,97;1,083105843;2,551069222;2,08393226;2,35791773;2,642663046;2,459604611;1,456623152
2012-09-01;125,3454648;190014161;317820340;141569;33635444;183727;39654032;104337;22595184;1933585;169796231;159,3271388;136,6414723;171,3111088;149,6881392;200,56;153,21;175,68;173,63;1,416561049;3,786216871;2,77430682;3,366362671;3,73450855;3,642199272;1,517491191
2012-12-01;129,1019376;198899228;328035622;152982;36249285;202022;43479250;140577;31025667;1934135;170854731;160,1806688;126,8804568;159,45485;155,9106862;132,8;147,6;178,62;171,91;1,992968966;0,669925959;0,620008055;0,679689344;0,598823885;0,769698591;2,003112372
2013-03-01;132,1180523;175398535;285946080;160151;39208304;169991;36124852;95648;21069674;1892803;162808153;165,7162152;246,9618753;166,7797536;151,7468421;223;138,96;171,4;167,63;1,942046252;0,842311071;0,972913521;0,922790774;0,822202922;0,93278268;2,053452704
2013-06-01;150,7242204;200488658;341267429;159822;38654180;147337;31015685;85410;18870374;1996090;173427790;162,8215005;144,864818;172,3727184;152,4168723;220,04;150,15;176,97;174,73;1,184432291;0,901125;0,882061542;1,032174207;1,021782541;0,720403979;1,224702782
2013-09-01;131,8946996;198120857;338670094;138232;32198853;158535;33635091;119507;26507304;2103528;179348521;166,4824362;128,6500935;180,221209;155,5932216;195,19;157,6;180,49;178,42;0,621017252;1,91654585;1,414319448;1,71502759;1,968812758;1,636741773;0,299872438
2013-12-01;135,4033295;192367660;330541590;167376;39602742;188836;40941854;144610;32266174;1962225;162048387;162,8924766;124,1121527;160,4781239;158,6724129;138,33;151,52;182,92;176,26;2,043318318;1,759408964;1,47623816;1,759278742;1,608055172;2,00172549;1,881597717
2014-03-01;137,4096508;189933386;318291687;137063;32254588;156892;33021156;106867;23846273;1928948;165357346;169,2161158;241,6954729;170,9812635;153,2225135;238,38;144,36;176,22;173,45;2,175237914;2,546216461;1,757667442;2,120989566;2,75195032;2,183114446;2,104479062
2014-06-01;149,180181;192097015;334809605;145251;34442005;150411;31761289;100289;22308344;1997288;175725980;159,9217052;131,1564389;162,669713;152,0271853;220,45;144,84;178,14;173,97;1,537614328;-0,095816496;0,135437235;0,144614125;-0,632012243;0,642692635;1,648280168
2014-09-01;130,4218869;206600275;347956797;134060;31545956;177590;37937734;121945;26115755;2079600;179888583;167,2589086;122,0677834;177,1239454;156,8825741;197,24;152;181,2;177,28;0,831507142;-0,680109706;-0,55055197;-0,550875466;-0,470428066;-0,800351452;0,801754147
2014-12-01;131,6016918;194471374;328245560;170283;40745419;184553;39924890;119506;25290426;2007045;168582450;163,8417473;122,2096839;158,6937434;159,5457774;142,16;148;183,25;175,86;1,719412708;1,890573013;1,072412751;1,506467084;2,123325559;1,828397607;1,537668487
2015-03-01;132,7283228;186654300;317414521;142329;33611332;153775;32130607;92646;19429163;1872235;161607310;170,8409568;242,5653353;168,2595874;155,1752508;255,39;138,38;174,09;170,64;3,82779969;2,02216611;1,123074931;1,556851392;2,428113967;1,68887599;4,207291237
2015-06-01;145,5242654;188426383;325011889;143931;34130023;145181;30464555;84806;17209625;1947672;175471432;157,9385232;122,3783322;159,1654843;150,363056;230,36;137,94;174,2;169,2;2,256750507;2,26541514;2,022515689;2,17404706;2,012681024;2,376844643;2,490173123
2015-09-01;122,2764498;210392268;359389044;134547;31025397;171901;36416213;109970;23103063;2052229;185529205;158,891381;109,0374758;164,5288196;151,2698488;196,81;143,26;175,04;169,72;1,385907366;1,931165354;1,31485364;1,536934845;2,416268944;1,709214555;1,345690395
2015-12-01;122,8108685;215555219;357587560;158426;37551953;190993;40843351;125808;26918539;2050201;181441641;155,3522198;106,9329883;145,5295074;153,9377957;142,13;135,68;175,83;166,15;2,815929507;3,945577767;3,42455853;3,85365485;3,424016154;4,389593739;2,805543923
2016-03-01;126,1147317;208177261;349667749;149672;35865893;163094;34421390;106847;22388955;2095729;185771848;161,3105841;206,0634444;155,1615744;149,9869818;235,89;128,1;168,49;161,87;2,620810149;2,967174001;2,082116685;2,519237256;2,772114974;2,843749031;2,925232118
2016-06-01;140,9072375;212207935;354258715;142257;33660352;151568;31547836;88436;18397643;2085100;185201884;156,0412845;110,4963934;156,6545431;149,1846446;218,13;132,56;170,45;163,75;1,749639653;2,862186731;2,031929485;2,325101132;3,148421308;2,43663408;2,103915478
2016-09-01;121,0135822;209773723;354472564;136701;32424577;179789;38385743;105915;22057825;2087458;186508976;156,0952911;98,31044468;159,4426003;149,5076787;188,11;138,34;172,2;165,55;1,04305783;0,53093054;0,93209;0,681395778;0,068334497;1,149971697;1,032745587
2016-12-01;122,6518043;202746401;333425829;171096;40330140;182991;39625179;129850;28150394;2086989;183883318;152,8706672;97,55914738;142,8763151;150,7034538;139,47;130,91;172,48;162,39;0,741789404;0,670653741;0,079771022;0,590770131;1,01155954;0,380432144;0,380455167
2017-03-01;128,7469562;209701548;343835456;135937;32012452;174780;37064458;98520;20789590;2025206;177092505;163,9579013;213,0193345;155,2586816;148,5105605;283,97;125,62;166,43;162,33;0,963032135;0,730584051;1,21326215;0,860776122;0,10839502;1,071742616;0,983123226
2017-06-01;145,8945848;206176645;344877850;142143;33566915;170763;35912093;84167;17395774;1966002;181431241;157,3724449;99,28733256;154,9896692;150,7208809;253,24;129,54;170,94;165,04;0,219398002;-2,676237541;-2,125134589;-2,469774747;-2,68693671;-2,460159832;0,138967136
2017-09-01;120,9782862;220585025;360295958;133806;31604300;182901;39141276;105033;21969883;2037467;187285125;158,1669379;82,11305423;160,7079979;151,9263735;207,74;137,84;174,76;168,27;0,59114473;-0,153637384;-0,643046031;-0,273001873;0,558903536;-0,622505431;0,11992101
2017-12-01;124,242656;211860509;354670920;155602;37024117;217899;47029556;132873;29061156;1992055;181192740;157,9806327;86,61371936;147,4555001;155,6231056;147,28;134,25;176,74;166,58;1,144261174;1,617457256;1,032125533;1,557015768;1,64746592;1,637756584;0,812097732
2018-03-01;129,1651999;212607953;353588169;147999;35173494;185213;39093127;109766;23739542;2028315;183636039;165,6968875;174,4199995;156,4309705;152,8823575;276,45;127,28;170,95;165,42;0,701477835;1,475847405;1,5166672;1,445262451;1,294962872;1,476415176;0,48070129
2018-06-01;141,4825921;210567850;354050802;157159;37508345;190358;39947311;94894;20030898;1985946;184011259;161,5111436;97,26920805;158,6183512;154,2654122;255,26;131,05;174,38;167,71;1,888703088;3,864478094;2,82154624;3,382884;4,10351373;3,567393618;2,080067913
2018-09-01;128,7648325;214173608;350779026;148476;35798389;206213;44955332;117052;25534078;2115910;194262972;160,9012553;82,35886984;159,8372858;154,8470096;217,7;139,23;178,38;171,73;0,720853574;2,752016264;1,911661673;2,559678583;2,933093557;2,6518658;0,55075
2018-12-01;130,6582059;216377047;354468818;163268;39799058;228288;49269585;132890;29201704;2085282;186197183;158,6895199;79,43672915;145,4139841;156,8307614;154,48;133,47;179,52;169,17;0,389413582;-0,688633901;-0,222172474;-0,540485957;-1,328990662;0,022119142;0,2892086
2019-03-01;131,2507438;201771591;324480150;143496;34721979;186602;39320128;108212;23588066;2133432;189037468;163,8157655;165,2771069;149,9991178;152,3953741;277,82;125,4;173,7;166,91;1,50701132;2,161303109;0,941693426;1,605668417;2,405008362;1,54090544;1,678888969
2019-06-01;148,4571245;201625086;340298693;137812;32600711;155167;32713195;94793;19574241;2087093;191651110;159,7257605;87,38158444;153,3856975;153,7800891;257,28;130,57;176,64;169,68;0,710811074;2,18513312;1,942382251;2,12475793;1,94181268;2,2053643;0,76097509
2019-09-01;126,8815509;205541126;346686155;127548;30499521;181646;39366431;129777;28065932;2108295;194036743;164,7380457;76,86056217;163,3259528;158,0502435;219,76;138,23;180,5;173,64;0,260088916;-0,282652732;-0,8510844;-0,433173909;-0,022548745;-0,153264686;0,17000994
2019-12-01;129,0803702;205638933;343061244;135317;32907620;182387;39697396;149430;33887970;2078282;185494321;161,8836662;73,35134074;146,0407554;160,6677003;152,78;133,27;183,02;172,03;1,767530865;3,092564636;2,604461955;2,917217249;3,169116345;2,667711725;1,807294635
2020-03-01;126,3009824;211800511;350598368;117760;28099642;149653;31717505;106175;22950599;2075770;186855621;164,4927247;162,195155;148,5824804;152,334198;297,62;123,87;174,26;167,6;0,530847367;1,685261619;0,821005;1,565643;1,741649148;1,727019685;0,540971581
2020-06-01;120,6465859;180878796;308994835;115375;27461591;145599;30845889;93247;19901100;2013869;186591103;152,4979661;82,46773893;148,5338973;145,1302549;271,38;113,39;159,41;152,48;-0,430612937;2,659122944;2,096522304;2,50504948;2,73846356;2,76940326;-0,180863275
2020-09-01;122,8310121;211847590;355176417;120339;29872207;213169;47901405;128073;28326316;2146574;198331941;164,8010816;69,09781873;170,8602577;155,9448578;223,52;138,3;173,13;168,37;1,24470953;9,589451827;7,184411755;9,178680148;9,808476414;9,023116218;1,678557781
2020-12-01;127,2570825;213754777;355850304;131771;32985507;206995;46688461;144453;32239260;2143419;194830608;165,5937503;66,05851446;157,6845083;160,9382045;153,01;136,24;180,39;171,46;3,131382329;7,639457062;6,032664267;7,310556908;7,225922355;8,926719704;3,335442443
2021-03-01;132,1617017;218180944;366429704;122369;30297015;144362;32152050;110352;24390006;2221261;205622421;173,5690508;151,8146241;166,5296808;155,0082717;309,43;131,58;173,37;170,53;2,052492995;8,267427056;5,871290616;7,834758335;7,992526284;7,45925208;1,96160704
2021-06-01;155,0246848;201458293;351365145;108038;26789268;125151;28277875;77750;16683754;2300726;219542162;165,6921895;63,90765092;165,4865278;157,9040525;266,28;134,64;176,62;171,38;1,678628637;6,30594146;4,47299816;6,3788801;5,811745028;7,304203654;1,951709888
2021-09-01;125,5808748;202465083;370043949;98771;25017372;144411;34221351;111365;25737148;2431808;228920290;168,4364451;55,21294224;169,3157306;161,424918;208,28;140,27;183,12;175,46;3,019676883;0,795899053;-0,081537378;1,09712791;0,750776165;0,987084141;3,131883712
2021-12-01;130,3886762;208285379;371684365;113522;28756053;150277;35151751;140334;32976847;2367446;218985959;169,6675327;56,79246115;154,1837194;168,1130367;161,57;131,08;187,08;173,96;2,958021688;1,535871114;0,424292431;1,16291002;2,273354;0,735084165;2,754415131
2022-03-01;128,8725231;208212903;373687212;108769;26954376;112569;25358327;124559;28830691;2394038;219431586;178,8368805;121,388827;165,7437877;162,4285117;288,89;128,55;179,87;173,05;3,200652355;5,487395524;2,809458;4,86318047;5,994051555;5,030346216;3,41537157
2022-06-01;138,5270068;197490625;347078217;93304;22997123;112810;25434443;101792;22612255;2425699;228361153;171,6386004;62,50963056;167,4452733;164,8794118;263,83;136,1;184,98;177,45;2,215266379;2,538762259;2,512569864;2,809574683;1,72966654;3,341590352;2,123947016
2022-09-01;129,1742814;209083184;371424226;89154;22571511;155878;36235056;155084;36388231;2485363;233480602;175,7197373;53,96101272;174,1582813;170,2902444;226,66;143,97;192,22;183,04;-1,324543099;-1,436801035;-1,397644288;-0,962482028;-2,136589498;-0,99329274;-1,225233952
2022-12-01;132,3938015;205989217;372625428;104125;26767777;177077;41996988;153325;35794488;2420828;222282694;172,840802;50,98939581;159,3305706;172,9109515;155,54;137,12;193,78;178,65;1,628633998;-1,081428556;-1,25955379;-0,616025849;-0,49136054;-1,26970991;1,547663323
2023-03-01;130,6914051;210742388;386153431;105501;26494516;131275;29932074;133120;30506144;2463933;223687890;189,6851839;128,9698782;169,6059645;170,6937925;359,09;130,6;186,1;180,74;2,094210609;0,199948937;-0,110914528;0,500569154;-0,240316082;0,120045005;1,881436669
2023-06-01;148,2593007;201549092;370541303;90312;22496799;130963;29701467;111334;24855382;2425225;228409939;179,0514552;58,85775335;172,5835617;171,5527168;323,39;137,37;190,85;184,28;0,760729878;-4,649010364;-3,930443315;-3,89182822;-4,718378229;-4,254901228;0,791016092
2023-09-01;128,7737146;192827104;342774629;89462;22574736;185283;44026600;122614;28470944;2444434;232387521;179,3949921;43,8964474;178,5505916;174,5176456;248,43;145,65;196,61;187,35;0,611186718;-0,49217027;-2,579103245;-0,442218531;0,0982241;-1,050781426;0,219940802
2023-12-01;131,4452289;182688256;318929417;105052;26999946;201273;47241669;146749;34059392;2371483;219524153;177,469853;40,86604078;165,9030368;177,9371816;156,39;141,29;198,14;182,9;1,083587763;1,84103783;-0,827710106;2,043684451;1,65903032;1,669168765;0,77133066
2024-03-01;139,2724848;190634791;334195303;102559;26278638;145896;33640426;105967;24125972;2430906;225812938;189,1740827;96,28226752;169,8564692;174,0286597;339,3;134,55;192,7;185,36;1,415491578;-0,918247289;-1,641073919;-0,471115987;-0,976856321;-0,402334359;1,577247772
2024-06-01;155,3950941;178029053;307219344;100690;25212760;129384;29126013;76646;16841545;2496427;237772779;185,138521;48,31998566;178,0667161;177,3017716;312,6;142,88;197,73;190,43;1,053515671;2,022501348;1,30211;1,494484291;2,10424532;1,582631419;1,083781255
2024-09-01;133,7665232;182001178;312418355;93378;23692682;155832;36307843;97189;22711733;2699574;253873574;187,4833216;37,01669304;184,5486642;182,0138422;246,42;150,85;204,66;194,94;0,801507666;1,527359968;0,661359891;1,32580346;1,990791259;1,355351832;0,600210253
2024-12-01;137,1441673;190627705;322413499;129683;32601880;190316;43510204;122656;28302189;2554342;233130151;181,5501421;35,12094178;166,6016613;181,8327423;154,1;144,81;204,91;189,51;1,477135357;3,806453744;2,78540224;3,509909549;3,631994096;3,981457502;1,426534662
2025-03-01;141,7913094;188597371;330555501;97180;24670764;149331;33893951;95528;21737792;2602766;237108900;195,5833192;86,90171479;175,431921;177,7514112;373,81;137,78;196,73;190,65;2,040339738;0,988330269;1,013378732;0,808507621;0,6055445;1,445172844;1,997548
