Data;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;100;100;100;100
fev/21;168,397;329,19;127,142;171,42;;1,000253105;1,009489654;0,999707052;0,999926343;;fev/21;-0,0143;1,0805;-0,0609;-0,0460;;;;;;;;;;;
mar/21;178,965;430,193;136,627;175,997;;1,000627565;1,003068228;1,000746016;1,000267005;;mar/21;0,0482;1,2982;0,0561;-0,0368;;;;;;;;;;;
abr/21;172,052;388,048;131,051;172,319;;0,999613723;0,999020323;0,999591882;0,999791019;;abr/21;0,0494;1,1595;0,0045;-0,0016;;;;;;;;;;;
mai/21;171,192;206,943;137,386;178,387;;0,999950015;0,995332923;1,0004834;1,000352138;;mai/21;0,0191;-0,2591;0,0821;0,0410;;;;;;;;;;;
jun/21;170,891;203,858;135,494;179,167;;0,999982417;0,999850925;0,999862286;1,000043725;;jun/21;-0,0454;-0,5790;-0,0063;0,0187;;;;;;;;;;;
jul/21;176,389;248,117;140,348;182,324;;1,000321726;1,00217107;1,000358245;1,000176204;;jul/21;0,0254;-0,2655;0,0704;0,0572;;;;;;;;;;;
ago/21;176,351;208,473;141,923;183,851;;0,999997846;0,998402205;1,000112221;1,000083752;;ago/21;0,0302;0,0421;0,0333;0,0304;;;;;;;;;;;
set/21;173,637;168,254;138,531;183,171;;0,999846102;0,998070781;0,999760997;0,999963014;;set/21;0,0166;-0,1361;0,0231;0,0223;;;;;;;;;;;
out/21;172,496;149,939;135,139;183,232;;0,999934288;0,998911467;0,999755145;1,00000333;;out/21;-0,0222;-0,4609;-0,0372;0,0050;;;;;;;;;;;
nov/21;174,49;163,567;131,591;187,171;;1,000115597;1,000908903;0,999737456;1,000214973;;nov/21;-0,0104;-0,2109;-0,0746;0,0181;;;;;;;;;;;
dez/21;174,895;171,202;126,504;190,839;;1,00002321;1,000466781;0,999613423;1,000195971;;dez/21;0,0073;0,0286;-0,0894;0,0414;;;;;;;;;;;
jan/22;164,395;161,907;125,257;177,676;;0,99939964;0,999457074;0,999901426;0,999310256;;jan/22;-0,0462;0,0832;-0,0748;-0,0279;;;;;;;;;;;
fev/22;171,098;308,609;124,585;177,993;;1,000407737;1,009060881;0,99994635;1,000017841;;fev/22;-0,0170;0,8984;-0,0539;-0,0476;;;;;;;;;;;
mar/22;183,647;396,159;135,824;183,938;;1,000733439;1,002836923;1,000902115;1,000334002;;mar/22;0,0540;1,1374;0,0750;-0,0338;;;;;;;;;;;
abr/22;178,221;356,508;132,395;181,231;;0,999704542;0,998999114;0,999747541;0,999852831;;abr/22;0,0846;1,0911;0,0596;0,0205;;;;;;;;;;;
mai/22;177,818;216,776;138,886;187,089;;0,999977388;0,996080537;1,000490275;1,000323234;;mai/22;0,0415;-0,2093;0,1140;0,0510;;;;;;;;;;;
jun/22;176,316;218,213;137,011;186,619;;0,999915532;1,00006629;0,999864997;0,999974878;;jun/22;-0,0403;-0,4850;0,0103;0,0151;;;;;;;;;;;
jul/22;183,66;284,867;142,697;189,952;;1,000416525;1,003054538;1,000415003;1,000178599;;jul/22;0,0309;-0,0811;0,0770;0,0477;;;;;;;;;;;
ago/22;185,124;222,09;146,842;193,931;;1,000079713;0,99779627;1,000290476;1,000209474;;ago/22;0,0412;0,0910;0,0571;0,0363;;;;;;;;;;;
set/22;180,341;173,013;142,371;192,769;;0,999741633;0,99779022;0,999695523;0,999940082;;set/22;0,0238;-0,1368;0,0401;0,0328;;;;;;;;;;;
out/22;179,918;147,246;143,201;192,874;;0,999976544;0,99851069;1,000058298;1,000005447;;out/22;-0,0202;-0,5891;0,0044;0,0155;;;;;;;;;;;
nov/22;178,62;158,065;137,713;192,732;;0,999927856;1,000734757;0,999616762;0,999992638;;nov/22;-0,0354;-0,2964;-0,0629;-0,0062;;;;;;;;;;;
dez/22;177,401;161,307;130,461;195,735;;0,999931755;1,000205105;0,999473398;1,000155812;;dez/22;-0,0164;-0,0551;-0,0851;0,0154;;;;;;;;;;;
jan/23;171,581;187,754;128,876;184,773;;0,99967193;1,001639544;0,999878508;0,999439957;;jan/23;-0,0468;0,2581;-0,1031;-0,0412;;;;;;;;;;;
fev/23;176,218;386,536;124,641;181,005;;1,000270251;1,010587364;0,99967139;0,999796074;;fev/23;-0,0126;1,2452;-0,0976;-0,0608;;;;;;;;;;;
mar/23;194,413;502,973;138,295;192,519;;1,001032528;1,00301232;1,001095466;1,000636115;;mar/23;0,0975;1,5293;0,0645;-0,0128;;;;;;;;;;;
abr/23;184,048;449,206;129,916;186,207;;0,999466857;0,998931016;0,999394121;0,999672136;;abr/23;0,0769;1,2548;0,0160;0,0104;;;;;;;;;;;
mai/23;185,274;263,694;142,322;193,097;;1,000066613;0,995870224;1,000954925;1,000370018;;mai/23;0,0565;-0,2198;0,1444;0,0678;;;;;;;;;;;
jun/23;183,531;257,28;139,862;193,257;;0,999905923;0,999756764;0,999827153;1,000008286;;jun/23;-0,0561;-0,5436;0,0176;0,0050;;;;;;;;;;;
jul/23;188,47;327,785;143,695;194,417;;1,00026911;1,0027404;1,000274056;1,000060024;;jul/23;0,0242;-0,1644;0,1056;0,0438;;;;;;;;;;;
ago/23;189,871;239,837;148,649;198,863;;1,000074335;0,9973169;1,000344758;1,000228684;;ago/23;0,0249;-0,0193;0,0446;0,0297;;;;;;;;;;;
set/23;183,716;177,677;144,591;196,559;;0,999675833;0,99740824;0,999727008;0,999884141;;set/23;0,0019;-0,2542;0,0346;0,0173;;;;;;;;;;;
out/23;183,28;148,873;146,764;195,983;;0,999976268;0,998378856;1,000150286;0,999970696;;out/23;-0,0274;-0,6881;0,0222;0,0083;;;;;;;;;;;
nov/23;183,674;157,24;142,711;198;;1,000021497;1,000562023;0,999723842;1,000102917;;nov/23;-0,0326;-0,3649;-0,0399;-0,0042;;;;;;;;;;;
dez/23;181,744;163,059;134,398;200,422;;0,999894923;1,000370071;0,999417494;1,000122323;;dez/23;-0,0107;-0,0690;-0,0708;0,0196;;;;;;;;;;;
jan/24;179,627;191,439;133,971;193,53;;0,999883517;1,001740474;0,999968229;0,999656126;;jan/24;-0,0200;0,2674;-0,0890;-0,0119;;;;;;;;;;;
fev/24;182,712;359,085;132,149;188,798;;1,000171745;1,00875715;0,999864;0,99975549;;fev/24;-0,0050;1,0887;-0,0750;-0,0466;;;;;;;;;;;
mar/24;193,752;467,381;137,516;195,762;;1,00060423;1,003015888;1,000406132;1,00036886;;mar/24;0,0660;1,3560;0,0238;-0,0220;;;;;;;;;;;
abr/24;193,915;428,373;140,884;196,622;;1,000008413;0,999165392;1,000244917;1,000043931;;abr/24;0,0784;1,0955;0,0515;0,0168;;;;;;;;;;;
mai/24;187,812;256,493;143,512;197,12;;0,999685274;0,995987609;1,000186536;1,000025328;;mai/24;0,0298;-0,1842;0,0838;0,0438;;;;;;;;;;;
jun/24;189,559;252,942;144,256;199,462;;1,000093019;0,999861556;1,000051842;1,000118811;;jun/24;-0,0213;-0,4981;0,0483;0,0188;;;;;;;;;;;
jul/24;197,605;321,005;150,838;204,064;;1,000424459;1,002690854;1,000456272;1,000230721;;jul/24;0,0203;-0,1471;0,0695;0,0375;;;;;;;;;;;
ago/24;195,439;238,265;152,29;205,153;;0,999890387;0,99742247;1,000096262;1,000053366;;ago/24;0,0408;-0,0032;0,0604;0,0403;;;;;;;;;;;
set/24;191,763;180;149,42;204,777;;0,999811911;0,997554614;0,999811544;0,999981672;;set/24;0,0127;-0,2339;0,0364;0,0266;;;;;;;;;;;
out/24;193,934;145,606;154,165;206,567;;1,000113213;0,998089222;1,000317561;1,000087412;;out/24;-0,0185;-0,6918;0,0225;0,0122;;;;;;;;;;;
nov/24;188,921;150,177;145,363;203,632;;0,99974151;1,000313929;0,999429053;0,999857915;;nov/24;-0,0333;-0,4039;-0,0442;-0,0073;;;;;;;;;;;
dez/24;185,687;166,502;134,91;204,543;;0,999828817;1,001087051;0,999280904;1,000044738;;dez/24;-0,0316;-0,0512;-0,0972;-0,0010;;;;;;;;;;;
jan/25;183,279;207,16;136,637;196,371;;0,999870319;1,002441893;1,000128011;0,999600475;;jan/25;-0,0559;0,3847;-0,1162;-0,0497;;;;;;;;;;;
fev/25;188,53;392,328;134,671;194,079;;1,000286503;1,008938405;0,999856115;0,999883282;;fev/25;-0,0014;1,2502;-0,0735;-0,0471;;;;;;;;;;;
mar/25;200,145;521,944;142,023;199,744;;1,000616082;1,003303766;1,000545923;1,000291891;;mar/25;0,0773;1,4744;0,0530;-0,0224;;;;;;;;;;;
abr/25;197,163;474,406;141,426;199,452;;0,999851008;0,999089213;0,999957965;0,999985381;;abr/25;0,0754;1,1350;0,0360;0,0161;;;;;;;;;;;
mai/25;194,814;272,637;147,515;204,262;;0,99988086;0,995746913;1,000430543;1,000241161;;mai/25;0,0348;-0,1873;0,0935;0,0518;;;;;;;;;;;
jun/25;192,767;264,222;143,804;204,051;;0,999894925;0,999691348;0,999748432;0,99998967;;jun/25;-0,0373;-0,5467;0,0137;0,0216;;;;;;;;;;;
