Nome: PASSO FUNDO
Codigo Estacao: 83914
Latitude: -28.2286111
Longitude: -52.41194444
Altitude: 684.05
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2023-10-31;14;133.4;6.8;517.1;935.4;23.1;17.9;14.1;77.9;6.6;3.2;
2023-11-30;5;162.3;6.3;533.1;934.6;26.1;20.5;16.1;71.8;8.3;3.6;
2023-12-31;5;188.3;6.2;207.6;935.6;28.7;22.7;18.2;71.3;8.6;3.3;
2024-01-31;14;237.7;5.7;225.9;935.8;27.9;22.1;17.7;74;6.6;3.1;
2024-02-29;5;189.1;6.8;318.2;936.9;29;23.3;19.3;77.4;6.2;2.7;
2024-03-31;14;194.8;5.3;194;937.4;27.8;21.7;17.5;77.6;6.2;2.3;
2024-04-30;5;159.3;6;247.3;937;26.1;20.6;16.9;78.3;9.8;2.9;
2024-05-31;5;106.6;7.3;402.6;938.1;19.4;15.1;12.5;83.4;9.8;3;
2024-06-30;5;156;5.7;262.8;938.9;21.1;15.9;12.6;75.1;9.3;3;
2024-07-31;14;148.1;6.1;71.1;942.7;17.7;13.3;9.3;77.4;6.2;2.5;
2024-08-31;5;126.3;5;107.5;940.5;20.6;14.9;10.9;68.8;7.2;2.4;
2024-09-30;5;132.7;null;154.8;937.4;24.4;18.4;14.3;71;6.2;2.7;
2024-10-31;5;187.5;5.4;218.5;937;25;19.3;14.7;70.4;8.2;2.9;
2024-11-30;5;195.7;5.7;73.9;935.4;27.7;21.7;16.9;65.1;7.2;3.1;
2024-12-31;14;null;6.1;172;934.7;null;null;15.8;null;7.2;2.9;
2025-01-31;null;null;null;null;934.5;null;null;17.8;null;6.2;2.8;
2025-02-28;null;null;null;null;936.6;null;null;19.6;null;5.7;3;
2025-03-31;5;null;5.1;30.7;938.5;null;null;17.6;null;9.3;2.7;
2025-04-30;5;null;5.6;106.2;938.4;null;null;13.8;null;8.2;2.6;
2025-05-31;5;null;6.4;142.3;940.3;null;null;13;null;6.7;2.8;
2025-06-30;5;null;6.6;404.4;940.4;null;null;8.6;null;5.7;2.4;

