Nome: PELOTAS
Codigo Estacao: 83985
Latitude: -31.78333333
Longitude: -52.41666666
Altitude: 13
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2007-03-31;9;174.1;7;203;1012;28.5;23.3;20.1;84.2;10.4;3.3;
2007-04-30;5;197.4;5.6;144.5;1014.4;25.7;20.2;16.5;86;9;2.9;
2007-05-31;23;183.5;5.2;104;1017.1;18.3;12.8;8.8;85.3;8.3;3;
2007-06-30;23;124.2;6.6;226.4;1015;16.9;12;8.3;83.2;10;2.7;
2007-07-31;23;182.4;5.4;90.5;1016.9;15.3;9.9;5.7;78.9;10;3;
2007-08-31;23;103.5;7.8;183.8;1018.5;15.8;11.7;8.3;86.5;9.5;3.7;
2007-09-30;5;143.5;7.1;93.2;1017.1;21.6;16.8;13.4;87.3;10.4;3.8;
2007-10-31;5;154.8;7.3;95.6;1013;23.5;19.1;15.7;85.2;8.5;3.7;
2007-11-30;5;274.1;4.8;110.1;1011.5;24.2;18.6;13.6;75.8;11;3.7;
2007-12-31;9;285.3;5;123.4;1010.3;28.3;22.3;17.4;77.5;8;3.6;
2008-01-31;9;274.6;5.3;70.2;1012;28.1;23.2;19.1;75.3;9.3;4.2;
2008-02-29;9;224.2;5.9;142.2;1011.4;27.4;22.7;19.2;79.9;8.3;3.1;
2008-03-31;9;236.8;4.9;111.2;1012.1;27.8;22.2;18.3;81.7;6.6;2.8;
2008-04-30;null;220.7;4.2;31.2;1011.4;25.4;18;12.7;77.3;null;null;
2008-05-31;23;182.5;6.1;212.7;1015.5;20.8;15.3;11.5;86.3;8.3;2.8;
2008-06-30;23;139.8;6.2;78;1017.1;17;11.8;8;84.1;10;2.9;
2008-07-31;5;133.9;6.9;63.4;1017.2;19.7;14.8;11.6;88.1;8.3;2.5;
2008-08-31;23;188.1;5.1;188;1015.6;18.2;12.8;8.4;84.9;7.8;3.2;
2008-09-30;5;139.7;7;140.8;1017.7;19.2;14.6;10.9;81.9;9.5;3.7;
2008-10-31;5;181.5;6.5;48;1015.5;22.6;17.8;13.6;80.4;9.3;3.7;
2008-11-30;5;261.1;6.1;21.9;1014.1;26.1;21;17.1;78.7;11.1;4.6;
2008-12-31;9;279.1;5.8;80.8;1011.5;27;21.7;17.7;76.1;9.3;3.8;
2009-01-31;5;252.3;5.7;245.6;1011.7;28.1;22.5;18.3;77.4;8.3;3.8;
2009-02-28;5;252;5.9;257.2;1010.6;28.5;23.3;19.3;80;8.3;3.1;
2009-03-31;9;203.7;5.9;86.5;1011.1;27.4;22.3;18.6;84.7;8;2.9;
2009-04-30;23;250.3;3.9;2.4;1015.3;25.9;18.9;13.7;79.2;6.6;2.7;
2009-05-31;23;198.3;5.2;87.6;1014.3;22.9;16;11.2;84.9;7.1;2.4;
2009-06-30;23;166.6;5.9;84;1017.2;17.2;11.6;7.7;84.7;9;2.9;
2009-07-31;23;181.2;5;43.1;1017.4;15.8;10.1;5.8;82;7.8;2.7;
2009-08-31;5;201.9;5.6;148.3;1016;21.2;14.9;10.1;83.2;7.6;2.9;
2009-09-30;18;147.9;6.9;168.7;1015.4;19.2;15.3;12.2;83.9;8.6;3.7;
2009-10-31;5;233.6;5.6;86.8;1013.6;21.6;16.9;12.6;81.5;9.6;3.7;
2009-11-30;5;113.2;7.9;421.3;1008.4;25;21.2;18;87.4;7.5;3.4;
2009-12-31;5;211.7;7;76.8;1010.8;26.3;22.1;18.7;81.7;8.6;3.8;
2010-01-31;5;249.9;5.7;114;1010.3;28.8;23.9;19.7;79.9;7.5;3.1;
2010-02-28;5;183.1;6.2;245.1;1010.1;29.3;24.6;20.9;83.9;7.5;3.1;
2010-03-31;9;233.8;5.2;53.3;1011.8;27.6;22.4;18.2;82.6;8.3;3.1;
2010-04-30;18;199.3;5.5;79.2;1015.7;25.1;18.6;14.2;81.8;6.3;2.6;
2010-05-31;5;135.8;6.8;171.9;1016.6;21.1;16.5;13.3;87.1;8.3;3;
2010-06-30;23;143.2;6.4;106.2;1018.2;18.6;13.4;9.7;85;8.8;2.7;
2010-07-31;23;183.2;5;206.9;1017.5;18.4;12.4;8.2;84.4;8;3;
2010-08-31;5;128.6;7;38.7;1019.1;17.7;12.4;8.5;85.2;9.3;3;
2010-09-30;5;157;6.6;139.3;1015.1;20;15.8;12.4;83.2;11.6;3.8;
2010-10-31;5;245.3;5.2;33.3;1014.7;21.7;16.4;11.6;78.9;10;3;
2010-11-30;18;251.3;5.3;70.1;1011.3;24.7;18.6;13.5;76.3;8;3.3;
2010-12-31;5;294.1;4.9;74.2;1009;27.9;22.2;17.1;75.5;8;3.8;
2011-01-31;5;232.3;6.5;59.2;1008.9;30;24.9;21;79;8.3;3.5;
2011-02-28;5;211.7;6.1;98.5;1011.4;28.6;23.5;20;79.7;7.5;3.3;
