Nome: BAGE
Codigo Estacao: 83980
Latitude: -31.30555555
Longitude: -54.11944443
Altitude: 245.66
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2011-09-30;5;213.4;4.1;69.5;990.2;22.3;15.2;9.5;69;9;3.4;
2011-10-31;5;213.3;5;114.6;985;23.7;17.5;11.9;72.3;9;3.4;
2011-11-30;5;272.9;3.8;75.3;985.5;28.6;20.9;13.9;60.4;9;3.7;
2011-12-31;14;258.3;4.3;59.1;983.6;26.8;21.1;15.6;62.2;7;3.2;
2012-01-31;14;295.9;3.2;20.6;983.5;30.3;24.1;17.7;57;7;3.5;
2012-02-29;5;211.9;5.3;208.5;982.7;29.2;24.3;20;72.2;7;2.4;
2012-03-31;32;262.4;4;93.8;985.7;26.9;21.6;17.1;68.9;7;2.1;
2012-04-30;14;180.4;4.5;109.8;986.9;21.9;16.9;13.1;75.7;7;2;
2012-05-31;5;226.1;4.1;14.2;989.6;22.2;16.4;12.3;79.4;7;2.2;
2012-06-30;0;171.2;4.9;117.3;988.5;17.6;12.4;8.7;78.2;7;2.4;
2012-07-31;0;203.4;3.9;69.1;989.9;15.2;9.3;5.1;76.3;7;2.3;
2012-08-31;5;185.6;5.6;133.7;990.3;21.9;16.7;12.9;77.3;7;3.6;
2012-09-30;5;178.5;5.8;146.6;987.8;20.6;15.8;11.7;74.8;12;4;
